1995 CSI #	CSI Description	2004 CSI #	CSI Description	Trade	Division #
15760	Terminal Heating and Cooling Units	23 82 00	Convection Heating and Cooling Units	HVAC	15
15760	Unit Heaters	23 82 39	Unit Heaters	HVAC	15
15760	Unit Ventilators	23 82 23	Unit Ventilators	HVAC	15
15770	Floor-Heating and Snow-Melting Equipment	23 83 00	Radiant Heating Units	HVAC	15
15780	Energy Recovery Equipment	23 72 00	Air-to-Air Energy Recovery Equipment	HVAC	15
15780	Energy Storage Tanks	23 71 00	Thermal Storage	HVAC	15
15780	Heat Pipe	23 72 16	Heat-Pipe Air-to-Air Energy-Recovery Equipment	HVAC	15
15780	Heat Wheels	23 72 13	Heat-Wheel Air-to-Air Energy-Recovery Equipment	HVAC	15
15800	AIR DISTRIBUTION	23 30 00	HVAC Air Distribution	HVAC	15
15810	Duct Hangers and Supports	23 31 00	HVAC Ducts and Casings	HVAC	15
15810	Ducts	23 31 00	HVAC Ducts and Casings	HVAC	15
15810	Fibrous Glass Ducts	23 31 16.13	Fibrous-Glass Ducts	HVAC	15
15810	Flexible Ducts	23 33 46	Flexible Ducts	HVAC	15
15810	Glass-Fiber-Reinforced Plastic Ducts	23 31 16.16	Thermoset Fiberglass-Reinforced Plastic Ducts	HVAC	15
15810	Metal Ducts	23 31 13	Metal Ducts	HVAC	15
15820	Duct Accessories	23 33 00	Air Duct Accessories	HVAC	15
15830	Air Curtains	23 34 33	Air Curtains	HVAC	15
15830	Axial Fans	23 34 13	Axial HVAC Fans	HVAC	15
15830	Ceiling Fans	23 34 00	HVAC Fans	HVAC	15
15830	Centrifugal Fans	23 34 16	Centrifugal HVAC Fans	HVAC	15
15830	Fans	23 34 00	HVAC Fans	HVAC	15
15830	Industrial Ventilating Equipment	44 11 00	Air Pollution Control Equipment	HVAC	15
15830	Power Ventilators	23 34 23	HVAC Power Ventilators	HVAC	15
15840	Air Terminal Units	23 36 00	Air Terminal Units	HVAC	15
15840	Constant Volume	23 36 13	Constant-Air-Volume Units	HVAC	15
15840	Variable Volume Units	23 36 16	Variable-Air-Volume Units	HVAC	15
15850	Air Outlets and Inlets	23 37 00	Air Outlets and Inlets	HVAC	15
15850	Diffusers, Registers, and Grilles	23 37 13	Diffusers, Registers, and Grilles	HVAC	15
15850	Gravity Ventilators	23 37 23	HVAC Gravity Ventilators	HVAC	15
15850	Intake and Relief Ventilators	23 37 00	Air Outlets and Inlets	HVAC	15
15850	Penthouse Ventilators	23 37 23.16	HVAC Gravity Louvered-Penthouse Ventilators	HVAC	15
15860	Air Cleaning Devices	23 40 00	HVAC Air Cleaning Devices	HVAC	15
15860	Air Filters	23 41 00	Particulate Air Filtration	HVAC	15
15860	Dust Collectors	23 35 13	Sawdust Collection Systems	HVAC	15
15860	Dust Collectors	44 11 16	Industrial Dust Collectors	HVAC	15
15860	Electronic Air Cleaners	23 43 00	Electronic Air Cleaners	HVAC	15
15860	High-Efficiency Air Filters	23 41 33	High-Efficiency Particulate Filtration	HVAC	15
15860	ULPA Filters	23 41 43	Ultra-Low Penetration Filtration	HVAC	15
15900	HVAC INSTRUMENTATION AND CONTROLS	23 09 00	Instrumentation and Control for HVAC	HVAC	15
15905	HVAC Instrumentation	23 09 13	Instrumentation and Control Devices for HVAC	HVAC	15
15910	Direct Digital Controls	23 09 23	Direct-Digital Control System for HVAC	HVAC	15
15915	Central Control Equipment	23 09 33	Electric and Electronic Control System for HVAC	HVAC	15
15915	Control Panels	23 09 33	Electric and Electronic Control System for HVAC	HVAC	15
15915	Electric and Electronic Control	23 09 33	Electric and Electronic Control System for HVAC	HVAC	15
15915	Terminal Boxes	23 09 33	Electric and Electronic Control System for HVAC	HVAC	15
15920	Pneumatic Controls	23 09 43	Pneumatic Control System for HVAC	HVAC	15
15925	Pneumatic and Electric Controls	23 09 53	Pneumatic and Electric Control System for HVAC	HVAC	15
15930	Self-Powered Controls	23 09 00	Instrumentation and Control for HVAC	HVAC	15
15935	Building Systems Controls	25 00 00	Integrated Automation	HVAC	15
15940	Sequence of Operation	23 09 93	Sequence of Operations for HVAC Controls	HVAC	15
15950	Demonstration of Mechanical Equipment	23 08 00	Commissioning of HVAC	HVAC	15
15950	Duct Testing, Adjusting, and Balancing	23 05 93	Testing, Adjusting, and Balancing for HVAC	HVAC	15
15950	Equipment Testing, Adjusting, and Balancing	23 05 93	Testing, Adjusting, and Balancing for HVAC	HVAC	15
15950	Mechanical Equipment Starting	23 08 00	Commissioning of HVAC	HVAC	15
15950	Piping Testing, Adjusting, and Balancing	23 05 93	Testing, Adjusting, and Balancing for HVAC	HVAC	15
15950	TESTING, ADJUSTING, AND BALANCING	23 05 93	Testing, Adjusting, and Balancing for HVAC	HVAC	15
16000	ELECTRICAL	26 00 00	Electrical	Electrical	16
16050	BASIC ELECTRICAL MATERIALS AND METHODS	26 05 00	Common Work Results for Electrical	Electrical	16
16060	Grounding and Bonding	26 05 26	Grounding and Bonding for Electrical Systems	Electrical	16
16070	Hangers and Supports	26 05 29	Hangers and Supports for Electrical Systems	Electrical	16
16070	Seismic Controls	26 05 48	Vibration and Seismic Controls for Electrical Systems	Electrical	16
16075	Electrical Identification	26 05 53	Identification for Electrical Systems	Electrical	16
16080	Electrical Testing	26 08 00	Commissioning of Electrical Systems	Electrical	16
16080	Maintenance Testing	26 01 26	Maintenance Testing of Electrical Systems	Electrical	16
16090	Restoration and Repair	26 01 00	Operation and Maintenance of Electrical Systems	Electrical	16
16100	WIRING METHODS	26 05 00	Common Work Results for Electrical	Electrical	16
16120	Conductors and Cables	26 05 13	Medium-Voltage Cables	Electrical	16
16120	Conductors and Cables	26 05 19	Low-Voltage Electrical Power Conductors and Cables	Electrical	16
16120	Conductors and Cables	26 05 23	Control-Voltage Electrical Power Cables	Electrical	16
16130	Cabinets	26 27 16	Electrical Cabinets and Enclosures	Electrical	16
16130	Conduit and Tubing	26 05 33	Raceway and Boxes for Electrical Systems	Electrical	16
16130	Cutout Boxes	26 05 33	Raceway and Boxes for Electrical Systems	Electrical	16
16130	Enclosures	26 27 16	Electrical Cabinets and Enclosures	Electrical	16
16130	Indoor Service Poles	26 27 23	Indoor Service Poles	Electrical	16
16130	Junction Boxes	26 05 33	Raceway and Boxes for Electrical Systems	Electrical	16
16130	Multi-Outlet Assemblies	26 27 19	Multi-Outlet Assemblies	Electrical	16
16130	Outlet Boxes	26 05 33	Raceway and Boxes for Electrical Systems	Electrical	16
16130	Pull Boxes	26 05 33	Raceway and Boxes for Electrical Systems	Electrical	16
16130	Raceway and Boxes	26 05 33	Raceway and Boxes for Electrical Systems	Electrical	16
16130	Surface Raceway	26 05 33	Raceway and Boxes for Electrical Systems	Electrical	16
16130	Wireway and Auxiliary Gutters	26 05 33	Raceway and Boxes for Electrical Systems	Electrical	16
16140	Floor Boxes	26 27 26	Wiring Devices	Electrical	16
16140	Receptacles	26 27 26	Wiring Devices	Electrical	16
16140	Remote-Control Switching Devices	26 27 26	Wiring Devices	Electrical	16
16140	Wall Plates	26 27 26	Wiring Devices	Electrical	16
16140	Wall Switches and Dimmers	26 27 26	Wiring Devices	Electrical	16
16140	Wiring Devices	26 27 26	Wiring Devices	Electrical	16
16150	Wiring Connections	26 05 00	Common Work Results for Electrical	Electrical	16
16200	ELECTRICAL POWER	26 30 00	Facility Electrical Power Generating and Storing Equipment	Electrical	16
16200	ELECTRICAL POWER	48 00 00	Electrical Power Generation	Electrical	16
16210	Electrical Utility Services	33 71 73	Electrical Utility Services	Electrical	16
16220	Motors and Generators	26 05 00	Common Work Results for Electrical	Electrical	16
16230	Engine Generators	26 32 13	Engine Generators	Electrical	16
16230	Frequency Changers	26 32 26	Frequency Changers	Electrical	16
16230	Generator Assemblies	26 32 00	Packaged Generator Assemblies	Electrical	16
16230	Motor Generators	26 05 00	Common Work Results for Electrical	Electrical	16
16230	Rotary Converters	26 32 29	Rotary Converters	Electrical	16
16230	Rotary Uninterruptible Power Units	26 32 33	Rotary Uninterruptible Power Units	Electrical	16
16240	Batteries	26 33 13	Batteries	Electrical	16
16240	Battery Equipment	26 33 00	Battery Equipment	Electrical	16
16240	Battery Racks	26 33 16	Battery Racks	Electrical	16
16240	Battery Units	26 33 19	Battery Units	Electrical	16
16240	Central Battery Equipment	26 33 23	Central Battery Equipment	Electrical	16
16260	Battery Chargers	26 33 43	Battery Chargers	Electrical	16
16260	Direct Current (DC) Drive Controllers	26 33 00	Battery Equipment	Electrical	16
16260	Slip Controllers	26 35 36	Slip Controllers	Electrical	16
16260	Static Frequency Converters	26 35 43	Static-Frequency Converters	Electrical	16
16260	Static Power Converters	26 33 33	Static Power Converters	Electrical	16
16260	Static Uninterruptible Power Supplies	26 33 53	Static Uninterruptible Power Supply	Electrical	16
16260	Variable Frequency Controllers	26 29 23	Variable-Frequency Motor Controllers	Electrical	16
16270	Distribution Transformers	26 22 13	Low-Voltage Distribution Transformers	Electrical	16
16270	Network Transformers	26 12 00	Medium-Voltage Transformers	Electrical	16
16270	Pad-Mounted Transformers	26 12 00	Medium-Voltage Transformers	Electrical	16
16270	Power Transformers	26 12 00	Medium-Voltage Transformers	Electrical	16
16270	Substation Transformers	33 73 00	Utility Transformers	Electrical	16
16270	Transformers	26 12 00	Medium-Voltage Transformers	Electrical	16
16270	Transformers	26 22 00	Low-Voltage Transformers	Electrical	16
16270	Transformers	33 73 00	Utility Transformers	Electrical	16
16280	Capacitors	26 35 13	Capacitors	Electrical	16
16280	Chokes and Inductors	26 35 16	Chokes and Inductors	Electrical	16
16280	Electromagnetic-Interference (EMI) Filters	26 35 23	Electromagnetic-Interference Filters	Electrical	16
16280	Harmonic Filters	26 35 26	Harmonic Filters	Electrical	16
16280	Power Factor Controllers	26 35 33	Power Factor Correction Equipment	Electrical	16
16280	Power Filters and Conditioners	26 35 00	Power Filters and Conditioners	Electrical	16
16280	Radio-Frequency-Interference (RFI) Filters	26 35 46	Radio-Frequency-Interference Filters	Electrical	16
16280	Surge Suppressors	26 18 23	Medium-Voltage Surge Arresters	Electrical	16
16280	Voltage Regulators	26 35 53	Voltage Regulators	Electrical	16
16290	Power Measurement and Control	26 09 13	Electrical Power Monitoring and Control	Electrical	16
16300	TRANSMISSION AND DISTRIBUTION	26 10 00	Medium-Voltage Electrical Distribution	Electrical	16
16300	TRANSMISSION AND DISTRIBUTION	26 20 00	Low-Voltage Electrical Distribution	Electrical	16
16300	TRANSMISSION AND DISTRIBUTION	33 71 00	Electrical Utility Transmission and Distribution	Electrical	16
16310	Arresters	33 71 26	Transmission and Distribution Equipment	Electrical	16
16310	Cutouts	33 71 26	Transmission and Distribution Equipment	Electrical	16
16310	Insulators	33 71 23	Insulators and Fittings	Electrical	16
16310	Line Materials	33 71 00	Electrical Utility Transmission and Distribution	Electrical	16
16310	Supports	33 71 00	Electrical Utility Transmission and Distribution	Electrical	16
16310	Transmission and Distribution Accessories	33 71 26	Transmission and Distribution Equipment	Electrical	16
16320	High-Voltage Circuit Breakers	33 75 00	High-Voltage Switchgear and Protection Devices	Electrical	16
16320	High-Voltage Cutouts	33 75 00	High-Voltage Switchgear and Protection Devices	Electrical	16
16320	High-Voltage Fuses	33 75 36	High-Voltage Utility Fuses	Electrical	16
16320	High-Voltage Lightning Arresters	33 75 00	High-Voltage Switchgear and Protection Devices	Electrical	16
16320	High-Voltage Reclosers	33 75 00	High-Voltage Switchgear and Protection Devices	Electrical	16
16320	High-Voltage Surge Arresters	33 75 39	High-Voltage Surge Arresters	Electrical	16
16320	High-Voltage Switching and Protection	33 75 00	High-Voltage Switchgear and Protection Devices	Electrical	16
16330	Medium-Voltage Circuit Protection Devices	26 18 00	Medium-Voltage Circuit Protection Devices	Electrical	16
16330	Medium-Voltage Cutouts	26 18 13	Medium-Voltage Cutouts	Electrical	16
16330	Medium-Voltage Cutouts	33 77 33	Medium-Voltage Utility Cutouts	Electrical	16
16330	Medium-Voltage Fuses	26 18 16	Medium-Voltage Fuses	Electrical	16
16330	Medium-Voltage Fuses	33 77 36	Medium-Voltage Utility Fuses	Electrical	16
16330	Medium-Voltage Lightning Arresters	26 18 19	Medium-Voltage Lightning Arresters	Electrical	16
16330	Medium-Voltage Reclosers	26 18 26	Medium-Voltage Reclosers	Electrical	16
16330	Medium-Voltage Reclosers	33 77 53	Medium-Voltage Utility Reclosers	Electrical	16
16330	Medium-Voltage Surge Arresters	26 18 23	Medium-Voltage Surge Arresters	Electrical	16
16330	Medium-Voltage Surge Arresters	33 77 39	Medium-Voltage Utility Surge Arresters	Electrical	16
16330	Medium-Voltage Switching and Protection	26 13 00	Medium-Voltage Switchgear	Electrical	16
16330	Medium-Voltage Switching and Protection	26 18 00	Medium-Voltage Circuit Protection Devices	Electrical	16
16330	Medium-Voltage Switching and Protection	33 77 00	Medium-Voltage Utility Switchgear and Protection Devices	Electrical	16
16340	Medium-Voltage Circuit Breaker Switchgear	26 13 13	Medium-Voltage Circuit Breaker Switchgear	Electrical	16
16340	Medium-Voltage Enclosed Bus	26 18 29	Medium-Voltage Enclosed Bus	Electrical	16
16340	Medium-Voltage Enclosed Fuse Cutouts	26 18 33	Medium-Voltage Enclosed Fuse Cutouts	Electrical	16
16340	Medium-Voltage Enclosed Fuses	26 18 36	Medium-Voltage Enclosed Fuses	Electrical	16
16340	Medium-Voltage Fusible Interrupter Switchgear	26 13 16	Medium-Voltage Fusible Interrupter Switchgear	Electrical	16
16340	Medium-Voltage Fusible Interrupter Switchgear	33 77 26	Medium-Voltage Utility Fusible Interrupter Switchgear	Electrical	16
16340	Medium-Voltage Motor Controllers	26 18 39	Medium-Voltage Motor Controllers	Electrical	16
16340	Medium-Voltage Switching and Protection Assemblies	26 13 00	Medium-Voltage Switchgear	Electrical	16
16340	Medium-Voltage Switching and Protection Assemblies	26 18 00	Medium-Voltage Circuit Protection Devices	Electrical	16
16340	Medium-Voltage Vacuum Interrupter Switchgear	26 13 19	Medium-Voltage Vacuum Interrupter Switchgear	Electrical	16
16360	Unit Substations	26 11 00	Substations	Electrical	16
16360	Unit Substations	33 72 00	Utility Substations	Electrical	16
16400	LOW-VOLTAGE DISTRIBUTION	26 20 00	Low-Voltage Electrical Distribution	Electrical	16
16410	Enclosed Switches and Circuit Breakers	26 28 16	Enclosed Switches and Circuit Breakers	Electrical	16
16420	Enclosed Controllers	26 29 13	Enclosed Controllers	Electrical	16
16430	Low-Voltage Switchgear	26 23 00	Low-Voltage Switchgear	Electrical	16
16440	Switchboards, Panelboards, and Control Centers	26 24 00	Switchboards and Panelboards	Electrical	16
16450	Enclosed Bus Assemblies	26 25 00	Enclosed Bus Assemblies	Electrical	16
16460	Low-Voltage Transformers	26 22 00	Low-Voltage Transformers	Electrical	16
16470	Power Distribution Units	26 26 00	Power Distribution Units	Electrical	16
16490	Low-Voltage Distribution Components and Accessories	26 27 00	Low-Voltage Distribution Equipment	Electrical	16
16500	LIGHTING	26 50 00	Lighting	Lighting	16
16510	Interior Luminaires	26 51 00	Interior Lighting	Lighting	16
16520	Area Lighting	26 56 23	Area Lighting	Lighting	16
16520	Aviation Lighting	26 56 00	Exterior Lighting	Lighting	16
16520	Exterior Luminaires	26 56 00	Exterior Lighting	Lighting	16
16520	Flood Lighting	26 56 36	Flood Lighting	Lighting	16
16520	Navigation Lighting	26 56 00	Exterior Lighting	Lighting	16
16520	Parking Lighting	26 56 16	Parking Lighting	Lighting	16
16520	Roadway Lighting	26 56 19	Roadway Lighting	Lighting	16
16520	Site Lighting	26 56 29	Site Lighting	Lighting	16
16520	Sports Lighting	26 56 68	Exterior Athletic Lighting	Lighting	16
16520	Walkway Lighting	26 56 33	Walkway Lighting	Lighting	16
16530	Emergency Lighting	26 52 00	Emergency Lighting	Lighting	16
16540	Classified Location Lighting	26 54 00	Classified Location Lighting	Lighting	16
16550	Detention Lighting	26 55 63	Detention Lighting	Lighting	16
16550	Display Lighting	26 55 59	Display Lighting	Lighting	16
16550	Medical Lighting	26 55 70	Healthcare Lighting	Lighting	16
16550	Outline Lighting	26 55 23	Outline Lighting	Lighting	16
16550	Security Lighting	26 55 53	Security Lighting	Lighting	16
16550	Special-Purpose Lighting	26 55 00	Special Purpose Lighting	Lighting	16
16550	Theatrical Lighting	26 55 61	Theatrical Lighting	Lighting	16
16550	Underwater Lighting	26 55 29	Underwater Lighting	Lighting	16
16560	Hazard Warning Lighting	26 55 33	Hazard Warning Lighting	Lighting	16
16560	Obstruction Lighting	26 55 36	Obstruction Lighting	Lighting	16
16560	Signal Lighting	34 41 13	Traffic Signals	Lighting	16
16560	Signal Lighting	34 42 13	Railway Signals	Lighting	16
16560	Signal Lighting	34 43 13	Airfield Signals	Lighting	16
16560	Signal Lighting	34 48 13	Operating Bridge Signals	Lighting	16
16560	Signal Lighting	35 11 13	Signaling Equipment for Waterways	Lighting	16
16560	Signal Lighting	35 12 13	Marine Signaling Equipment	Lighting	16
16560	Signal Lighting	35 13 13	Signaling Equipment for Dams	Lighting	16
16570	Dimming Control	26 09 33	Central Dimming Controls	Lighting	16
16570	Dimming Control	26 09 36	Modular Dimming Controls	Lighting	16
16570	Dimming Control	26 09 43	Network Lighting Controls	Lighting	16
16580	Lighting Accessories	26 50 00	Lighting	Lighting	16
