1995 CSI #	CSI Description	2004 CSI #	CSI Description	Trade	Division #
4090	Masonry Accessories	04 05 23	Masonry Accessories	Masonry	4
4090	Weepholes	04 05 23.19	Masonry Cavity Drainage, Weepholes, and Vents	Masonry	4
4200	MASONRY UNITS	04 20 00	Unit Masonry	Masonry	4
4210	Brick	04 21 13	Brick Masonry	Masonry	4
4210	Building Brick	04 21 13	Brick Masonry	Masonry	4
4210	Ceramic Glazed Clay Masonry Units	04 21 16	Ceramic Glazed Clay Masonry	Masonry	4
4210	Clay Masonry Units	04 21 00	Clay Unit Masonry	Masonry	4
4210	Clay Tile	04 21 19	Clay Tile Masonry	Masonry	4
4210	Facing Brick	04 21 13	Brick Masonry	Masonry	4
4210	Glazed Structural Clay Tile	04 21 26	Glazed Structural Clay Tile Masonry	Masonry	4
4210	Structural Clay Tile	04 21 23	Structural Clay Tile Masonry	Masonry	4
4210	Terra Cotta	04 21 29	Terra Cotta Masonry	Masonry	4
4220	Concrete Brick	04 22 00	Concrete Unit Masonry	Masonry	4
4220	Concrete Masonry Units	04 22 00	Concrete Unit Masonry	Masonry	4
4220	Exposed Aggregate Concrete Masonry Units	04 22 23.13	Exposed Aggregate Concrete Unit Masonry	Masonry	4
4220	Fluted Concrete Masonry Units	04 22 23.16	Fluted Concrete Unit Masonry	Masonry	4
4220	Interlocking Concrete Masonry Units	04 22 33	Interlocking Concrete Unit Masonry	Masonry	4
4220	Molded-Face Concrete Masonry Units	04 22 23.19	Molded-Face Concrete Unit Masonry	Masonry	4
4220	Prefaced Concrete Masonry Units	04 22 23.23	Prefaced Concrete Unit Masonry	Masonry	4
4220	Preinsulated Concrete Masonry Units	04 22 19	Insulated Concrete Unit Masonry	Masonry	4
4220	Sound-Absorbing Concrete Masonry Units	04 22 23.26	Sound-Absorbing Concrete Unit Masonry	Masonry	4
4220	Split-Face Concrete Masonry Units	04 22 23.29	Split-Face Concrete Unit Masonry	Masonry	4
4230	Calcium Silicate Unit Masonry	04 71 13	Calcium Silicate Manufactured Brick Masonry	Masonry	4
4270	Glass Masonry Units	04 23 00	Glass Unit Masonry	Masonry	4
4290	Adobe Masonry Units	04 24 00	Adobe Unit Masonry	Masonry	4
4500	REFRACTORIES	04 50 00	Refractory Masonry	Masonry	4
4550	Flue Liners	04 51 00	Flue Liner Masonry	Masonry	4
4560	Combustion Chambers	04 52 00	Combustion Chamber Masonry	Masonry	4
4570	Castable Refractories	04 53 00	Castable Refractory Masonry	Masonry	4
4580	Refractory Brick	04 54 00	Refractory Brick Masonry	Masonry	4
4600	CORROSION-RESISTANT MASONRY	04 60 00	Corrosion-Resistant Masonry	Masonry	4
4610	Chemical-Resistant Brick	04 61 00	Chemical-Resistant Brick Masonry	Masonry	4
4620	Vitrified Clay Liner Plates	04 62 00	Vitrified Clay Liner Plate	Masonry	4
4700	SIMULATED MASONRY	04 70 00	Manufactured Masonry	Masonry	4
4710	Simulated Brick	04 71 00	Manufactured Brick Masonry	Masonry	4
4720	Cast Stone	04 72 00	Cast Stone Masonry	Masonry	4
4730	Simulated Stone	04 73 00	Manufactured Stone Masonry	Masonry	4
4800	MASONRY ASSEMBLIES	04 20 00	Unit Masonry	Masonry	4
4810	Cavity Walls	04 27 23	Cavity Wall Unit Masonry	Masonry	4
4810	Composite Unit Masonry	04 27 13	Composite Unit Masonry	Masonry	4
4810	Masonry Veneer	04 21 13.13	Brick Veneer Masonry	Masonry	4
4810	Masonry Veneer	04 22 00.13	Concrete Unit Veneer Masonry	Masonry	4
4810	Multiple-Wythe Unit Masonry	04 27 00	Multiple-Wythe Unit Masonry	Masonry	4
4810	Single-Wythe Unit Masonry	04 21 00	Clay Unit Masonry	Masonry	4
4810	Single-Wythe Unit Masonry	04 22 00	Concrete Unit Masonry	Masonry	4
4810	Surface-Bonded Masonry	04 21 13.23	Surface-Bonded Brick Masonry	Masonry	4
4810	Surface-Bonded Masonry	04 22 00.16	Surface-Bonded Concrete Unit Masonry	Masonry	4
4810	Thin Brick Veneer	04 21 13.13	Brick Veneer Masonry	Masonry	4
4810	Unit Masonry Assemblies	04 20 00	Unit Masonry	Masonry	4
4820	Reinforced Unit Masonry Assemblies	04 27 00	Multiple-Wythe Unit Masonry	Masonry	4
4830	Non-Reinforced Unit Masonry Assemblies	04 27 00	Multiple-Wythe Unit Masonry	Masonry	4
4840	Prefabricated Masonry Panels	04 25 00	Unit Masonry Panels	Masonry	4
4850	Dry-Placed Stone Assemblies	04 41 00	Dry-Placed Stone	Masonry	4
4850	Metal-Supported Stone Assemblies	04 42 16	Steel-Stud-Supported Stone Cladding	Masonry	4
4850	Metal-Supported Stone Assemblies	04 42 19	Strongback-Frame-Supported Stone Cladding	Masonry	4
4850	Metal-Supported Stone Assemblies	04 42 23	Truss-Supported Stone Cladding	Masonry	4
4850	Stone-Clad Precast Concrete	03 45 13	Faced Architectural Precast Concrete	Masonry	4
4880	Masonry Fireplaces	04 57 00	Masonry Fireplaces	Masonry	4
4900	MASONRY RESTORATION AND CLEANING	04 01 00	Maintenance of Masonry	Masonry	4
4910	Unit Masonry Repair	04 01 20	Maintenance of Unit Masonry	Masonry	4
4910	Unit Masonry Replacement	04 01 20	Maintenance of Unit Masonry	Masonry	4
4910	Unit Masonry Repointing	04 01 20	Maintenance of Unit Masonry	Masonry	4
4910	Unit Masonry Restoration	04 01 20.91	Unit Masonry Restoration	Masonry	4
4920	Stone Repair	04 01 40	Maintenance of Stone Assemblies	Masonry	4
4920	Stone Replacement	04 01 40	Maintenance of Stone Assemblies	Masonry	4
4920	Stone Repointing	04 01 40	Maintenance of Stone Assemblies	Masonry	4
4920	Stone Restoration	04 01 40.91	Stone Restoration	Masonry	4
4930	Brick Cleaning	04 01 20.52	Unit Masonry Cleaning	Masonry	4
4930	Terra Cotta Cleaning	04 01 20.52	Unit Masonry Cleaning	Masonry	4
4930	Unit Masonry Cleaning	04 01 20.52	Unit Masonry Cleaning	Masonry	4
4400	STONE	04 40 00	Stone Assemblies	Stone	5
4410	Bluestone	04 40 00	Stone Assemblies	Stone	5
4410	Granite	04 40 00	Stone Assemblies	Stone	5
4410	Limestone	04 40 00	Stone Assemblies	Stone	5
4410	Marble	04 40 00	Stone Assemblies	Stone	5
4410	Quartzite	04 40 00	Stone Assemblies	Stone	5
4410	Sandstone	04 40 00	Stone Assemblies	Stone	5
4410	Slate	04 40 00	Stone Assemblies	Stone	5
4410	Stone Materials	04 40 00	Stone Assemblies	Stone	5
4420	Collected Stone	04 40 00	Stone Assemblies	Stone	5
4420	Excavated Stone	04 40 00	Stone Assemblies	Stone	5
4420	Field Stone	04 40 00	Stone Assemblies	Stone	5
4420	Riverbed Stone	04 40 00	Stone Assemblies	Stone	5
4430	Cleft-Face Stone	04 40 00	Stone Assemblies	Stone	5
4430	Crushed Stone	04 40 00	Stone Assemblies	Stone	5
4430	Dimension Stone	04 40 00	Stone Assemblies	Stone	5
4430	Quarried Stone	04 40 00	Stone Assemblies	Stone	5
4800	MASONRY ASSEMBLIES	04 40 00	Stone Assemblies	Stone	5
4850	Mortar-Placed Stone Assemblies	04 43 00	Stone Masonry	Stone	5
4850	Stone Assemblies	04 40 00	Stone Assemblies	Stone	5
4850	Stone Curtain Wall Assemblies	04 42 43	Stone Panels for Curtain Walls	Stone	5
4940	Stone Cleaning	04 01 40.52	Stone Cleaning	Stone	5
9630	Flagstone Flooring	09 63 40	Stone Flooring	Stone	5
9630	Granite Flooring	09 63 40	Stone Flooring	Stone	5
9630	Marble Flooring	09 63 40	Stone Flooring	Stone	5
9630	Slate Flooring	09 63 40	Stone Flooring	Stone	5
9630	Stone Flooring	09 63 40	Stone Flooring	Stone	5
5000	METALS	05 00 00	Metals	Misc. Metals	5
5050	BASIC METAL MATERIALS AND METHODS	05 05 00	Common Work Results for Metals	Misc. Metals	5
5060	Metal Materials	05 05 00	Common Work Results for Metals	Misc. Metals	5
5080	Factory-Applied Metal Coatings	05 05 13	Shop-Applied Coatings for Metal	Misc. Metals	5
5090	Metal Fastenings	05 05 23	Metal Fastenings	Misc. Metals	5
5100	STRUCTURAL METAL FRAMING	05 10 00	Structural Metal Framing	Steel	5
5120	Architecturally Exposed Structural Steel	05 12 13	Architecturally-Exposed Structural Steel Framing	Steel	5
5120	Fabricated Fireproofed Steel Columns	05 12 16	Fabricated Fireproofed Steel Columns	Steel	5
5120	Structural Steel	05 12 00	Structural Steel Framing	Steel	5
5120	Tubular Steel	05 12 00	Structural Steel Framing	Steel	5
5140	Architecturally-Exposed Structural Aluminum	05 14 13	Architecturally-Exposed Structural Aluminum Framing	Steel	5
5140	Structural Aluminum	05 14 00	Structural Aluminum Framing	Steel	5
5150	Aluminum Wire Rope Assemblies	05 15 13	Aluminum Wire Rope Assemblies	Steel	5
5150	Steel Wire Rope Assemblies	05 15 16	Steel Wire Rope Assemblies	Steel	5
5150	Wire Rope Assemblies	05 15 00	Wire Rope Assemblies	Steel	5
5150	Wire Rope Assemblies	05 16 00	Structural Cabling	Steel	5
5160	Geodesic Structures	13 33 00	Geodesic Structures	Steel	5
5160	Metal Framing Systems	05 10 00	Structural Metal Framing	Steel	5
5160	Space Frames	13 32 00	Space Frames	Steel	5
5200	METAL JOISTS	05 20 00	Metal Joists	Steel	5
5210	Deep Longspan Steel Joists	05 21 13	Deep Longspan Steel Joist Framing	Steel	5
5210	Longspan Steel Joists	05 21 16	Longspan Steel Joist Framing	Steel	5
5210	Open Web Steel Joists	05 21 19	Open Web Steel Joist Framing	Steel	5
5210	Steel Joist Girders	05 21 23	Steel Joist Girder Framing	Steel	5
5210	Steel Joists	05 21 00	Steel Joist Framing	Steel	5
5250	Aluminum Joists	05 25 00	Aluminum Joist Framing	Steel	5
5260	Composite Joists Assemblies	05 20 00	Metal Joists	Steel	5
5300	METAL DECK	05 30 00	Metal Decking	Steel	5
5310	Composite Metal Deck	05 36 00	Composite Metal Decking	Steel	5
5310	Steel Deck	05 31 00	Steel Decking	Steel	5
5310	Steel Floor Deck	05 31 13	Steel Floor Decking	Steel	5
5310	Steel Roof Deck	05 31 23	Steel Roof Decking	Steel	5
5320	Raceway Deck Systems	05 35 00	Raceway Decking Assemblies	Steel	5
5330	Aluminum Deck	05 33 00	Aluminum Decking	Steel	5
5330	Aluminum Floor Deck	05 33 13	Aluminum Floor Decking	Steel	5
5330	Aluminum Roof Deck	05 33 23	Aluminum Roof Decking	Steel	5
5340	Acoustical Metal Deck	05 34 00	Acoustical Metal Decking	Steel	5
5400	COLD-FORMED METAL FRAMING	05 40 00	Cold-Formed Metal Framing	Steel	5
5410	Load-Bearing Metal Studs	05 41 00	Structural Metal Stud Framing	Steel	5
5420	Cold-Formed Metal Joists	05 42 00	Cold-Formed Metal Joist Framing	Steel	5
5430	Slotted Channel Framing	05 43 00	Slotted Channel Framing	Steel	5
5450	Electrical Supports	05 45 13	Mechanical Metal Supports	Steel	5
5450	Mechanical Supports	05 45 16	Electrical Metal Supports	Steel	5
5450	Medical Supports	05 45 23	Healthcare Metal Supports	Steel	5
5450	Metal Support	05 45 00	Metal Support Assemblies	Steel	5
5500	METAL FABRICATIONS	05 50 00	Metal Fabrications	Steel	5
5510	Metal Stairs and Ladders	05 51 00	Metal Stairs	Steel	5
5510	Metal Stairs and Ladders	05 51 33	Metal Ladders	Steel	5
5520	Handrails and Railings	05 52 00	Metal Railings	Steel	5
5520	Pipe and Tube Railings	05 52 13	Pipe and Tube Railings	Misc. Metals	5
5520	Tempered Glass Railing Assemblies	05 73 13	Glazed Decorative Metal Railings	Misc. Metals	5
5530	Gratings	05 53 00	Metal Gratings	Misc. Metals	5
5540	Floor Plates	05 54 00	Metal Floor Plates	Misc. Metals	5
5550	Stair Treads and Nosing	05 55 00	Metal Stair Treads and Nosings	Misc. Metals	5
5560	Metal Castings	05 56 00	Metal Castings	Misc. Metals	5
5580	Column Covers	05 58 13	Column Covers	Misc. Metals	5
5580	Formed Metal Enclosures	05 58 16	Formed Metal Enclosures	Misc. Metals	5
5580	Formed Metal Fabrications	05 58 00	Formed Metal Fabrications	Misc. Metals	5
5580	Heating/Cooling Unit Enclosures	05 58 19	Heating/Cooling Unit Covers	Misc. Metals	5
5600	Bifurcation Panels	35 20 13.13	Hydraulic Bifurcation Panels	Misc. Metals	5
5600	Bulkheads	35 20 13.16	Hydraulic Bulkheads	Misc. Metals	5
5600	HYDRAULIC FABRICATIONS	35 20 13	Hydraulic Fabrications	Misc. Metals	5
5600	Manifolds	35 20 13.19	Hydraulic Manifolds	Misc. Metals	5
5600	Penstocks	35 20 13.23	Hydraulic Penstocks	Misc. Metals	5
5600	Trashracks	35 20 13.26	Hydraulic Trashracks	Misc. Metals	5
5650	RAILROAD TRACK AND ACCESSORIES	34 11 00	Rail Tracks	Misc. Metals	5
5700	ORNAMENTAL METAL	05 70 00	Decorative Metal	Misc. Metals	5
5710	Ornamental Stairs	05 71 00	Decorative Metal Stairs	Misc. Metals	5
5715	Fabricated Spiral Stairs	05 71 13	Fabricated Metal Spiral Stairs	Misc. Metals	5
5720	Ornamental Handrails and Railings	05 73 00	Decorative Metal Railings	Misc. Metals	5
5725	Ornamental Metal Castings	05 74 00	Decorative Metal Castings	Misc. Metals	5
5730	Ornamental Formed Metal	05 75 00	Decorative Formed Metal	Misc. Metals	5
5740	Ornamental Forged Metal	05 76 00	Decorative Forged Metal	Misc. Metals	5
5800	EXPANSION CONTROL	07 95 00	Expansion Control	Misc. Metals	5
5810	Expansion Joint Cover Assemblies	07 95 13	Expansion Joint Cover Assemblies	Misc. Metals	5
5820	Slide Bearings	07 95 53	Joint Slide Bearings	Misc. Metals	5
5830	Bridge Expansion Joint Assemblies	07 95 63	Bridge Expansion Joint Cover Assemblies	Misc. Metals	5
5900	METAL RESTORATION AND CLEANING	05 01 00	Maintenance of Metals	Misc. Metals	5
6000	WOOD AND PLASTICS	06 00 00	Wood, Plastics, and Composites	Carpentry	6
6050	BASIC WOOD AND PLASTIC MATERIALS AND METHODS	06 05 00	Common Work Results for Wood, Plastics, and Composites	Carpentry	6
6060	Wood Materials	06 05 00	Common Work Results for Wood, Plastics, and Composites	Carpentry	6
6065	Plastic Materials	06 05 00	Common Work Results for Wood, Plastics, and Composites	Carpentry	6
6070	Fire-Retardant Treatment	06 05 73.13	Fire-Retardant Wood Treatment	Carpentry	6
6070	Preservative Treatment	06 05 73.33	Preservative Wood Treatment	Carpentry	6
6070	Wood Treatment	06 05 73	Wood Treatment	Carpentry	6
6080	Factory-Applied Wood Coatings	06 05 83	Shop-Applied Wood Coatings	Carpentry	6
6090	Wood and Plastic Fastenings	06 05 23	Wood, Plastic, and Composite Fastenings	Carpentry	6
6100	ROUGH CARPENTRY	06 10 00	Rough Carpentry	Carpentry	6
6110	Engineered Lumber Products	06 11 13	Engineered Wood Products	Carpentry	6
6110	Stress-Rated Lumber	06 11 16	Mechanically Graded Lumber	Carpentry	6
6110	Wood Framing	06 11 00	Wood Framing	Carpentry	6
6120	Cementitious Reinforced Panels	06 12 13	Cementitious Reinforced Panels	Carpentry	6
6120	Stressed Skin Panels	06 12 16	Stressed Skin Panels	Carpentry	6
6120	Structural Panels	06 12 00	Structural Panels	Carpentry	6
6130	Heavy Timber Construction	06 13 23	Heavy Timber Construction	Carpentry	6
6130	Log Structures	06 13 13	Log Construction	Carpentry	6
6130	Mill-Framed Structures	06 13 00	Heavy Timber	Carpentry	6
6130	Pole Construction	06 13 16	Pole Construction	Carpentry	6
6130	Railroad Ties	34 11 33.16	Timber Track Cross Ties	Carpentry	6
6130	Timber Bridges and Trestles	06 13 00	Heavy Timber	Carpentry	6
6130	Timber Trusses	06 13 00	Heavy Timber	Carpentry	6
6140	Treated Wood Foundations	06 14 00	Treated Wood Foundations	Carpentry	6
6150	Wood Decking	06 15 00	Wood Decking	Carpentry	6
6160	Insulating Sheathing	06 16 13	Insulating Sheathing	Carpentry	6
6160	Sheathing	06 16 00	Sheathing	Carpentry	6
6160	Subflooring	06 16 23	Subflooring	Carpentry	6
6160	Underlayment	06 16 26	Underlayment	Carpentry	6
6160	Wood Board Sheathing	06 16 33	Wood Board Sheathing	Carpentry	6
6160	Wood Panel Product Sheathing	06 16 36	Wood Panel Product Sheathing	Carpentry	6
6170	Laminated Veneer Lumber	06 17 13	Laminated Veneer Lumber	Carpentry	6
6170	Metal-Web Wood Joists	06 17 36	Metal-Web Wood Joists	Carpentry	6
6170	Parallel Strand Lumber	06 17 23	Parallel Strand Lumber	Carpentry	6
6170	Prefabricated Structural Wood	06 17 00	Shop-Fabricated Structural Wood	Carpentry	6
6170	Wood I Joists	06 17 33	Wood I-Joists	Carpentry	6
6170	Wood Trusses	06 17 53	Shop-Fabricated Wood Trusses	Carpentry	6
6180	Glued-Laminated Construction	06 18 00	Glued-Laminated Construction	Carpentry	6
6200	FINISH CARPENTRY	06 20 00	Finish Carpentry	Carpentry	6
6220	Millwork	06 22 00	Millwork	Millwork	6
6250	Prefinished Paneling	06 25 00	Prefinished Paneling	Millwork	6
6260	Board Paneling	06 26 00	Board Paneling	Millwork	6
6270	Closet and Utility Wood Shelving	10 57 23.19	Wood Closet and Utility Shelving	Millwork	6
6400	ARCHITECTURAL WOODWORK	06 40 00	Architectural Woodwork	Millwork	6
6410	Cabinet Hardware	06 41 00	Architectural Wood Casework	Millwork	6
6410	Custom Cabinets	06 41 00	Architectural Wood Casework	Millwork	6
6410	Laminate-Clad Wood Cabinets	06 41 16	Plastic-Laminate-Clad Architectural Cabinets	Millwork	6
6410	Opaque-Finish Wood Cabinets	06 41 13	Wood-Veneer-Faced Architectural Cabinets	Millwork	6
6410	Transparent-Finish Wood Cabinets	06 41 13	Wood-Veneer-Faced Architectural Cabinets	Millwork	6
6415	Countertops	12 36 00	Countertops	Millwork	6
6420	Paneling	06 42 00	Wood Paneling	Millwork	6
6430	Ornamental Wood Stairs	06 43 13	Wood Stairs	Millwork	6
6430	Wood Stairs and Railings	06 43 00	Wood Stairs and Railings	Millwork	6
6440	Custom Wood Turnings	06 44 13	Wood Turnings	Millwork	6
6440	Fluted Wood Pilasters	06 44 16	Wood Pilasters	Millwork	6
6440	Ornamental Wood Grilles	06 44 19	Wood Grilles	Millwork	6
6440	Wood Balusters	06 43 16	Wood Railings	Millwork	6
6440	Wood Corbels	06 44 23	Wood Corbels	Millwork	6
6440	Wood Cupolas	06 44 26	Wood Cupolas	Millwork	6
6440	Wood Finials	06 44 29	Wood Finials	Millwork	6
6440	Wood Mantels	06 44 33	Wood Mantels	Millwork	6
6440	Wood Ornaments	06 44 00	Ornamental Woodwork	Millwork	6
6440	Wood Pediment Heads	06 44 36	Wood Pediment Heads	Millwork	6
6440	Wood Posts and Columns	06 44 39	Wood Posts and Columns	Millwork	6
6445	Simulated Wood Ornaments	06 66 00	Custom Ornamental Simulated Woodwork	Millwork	6
6450	Door and Window Wood Casings	06 46 13	Wood Door and Window Casings	Millwork	6
6450	Standing and Running Trim	06 46 00	Wood Trim	Millwork	6
6450	Wood Aprons	06 46 16	Wood Aprons	Millwork	6
6450	Wood Base and Shoe Molding	06 46 19	Wood Base and Shoe Moldings	Millwork	6
6450	Wood Chair Rail	06 46 23	Wood Chair Rails	Millwork	6
6450	Wood Cornices	06 46 26	Wood Cornices	Millwork	6
6450	Wood Fascias and Soffits	06 46 29	Wood Fascia and Soffits	Millwork	6
6450	Wood Handrails and Guard Rails	06 43 16	Wood Railings	Millwork	6
6450	Wood Stops, Stools and Sills	06 46 33	Wood Stops, Stools, and Sills	Millwork	6
6455	Simulated Wood Trim	06 65 00	Plastic Simulated Wood Trim	Millwork	6
6460	Exterior Wood Door Frames and Jambs	06 48 13	Exterior Wood Door Frames	Millwork	6
6460	Fire-Rated Wood Door Frames	06 48 00	Wood Frames	Millwork	6
6460	Interior Wood Door Frames and Jambs	06 48 16	Interior Wood Door Frames	Millwork	6
6460	Ornamental Wood Frames	06 48 19	Ornamental Wood Frames	Millwork	6
6460	Stick-Built Wood Windows	06 48 23	Stick-Built Wood Windows	Millwork	6
6460	Wood Frames	06 48 00	Wood Frames	Millwork	6
6460	Wood Veneer Frames	06 48 26	Wood-Veneer Frames	Millwork	6
6470	Screens, Blinds, and Shutters	06 49 00	Wood Screens and Exterior Wood Shutters	Millwork	6
6500	STRUCTURAL PLASTICS	06 50 00	Structural Plastics	Millwork	6
6510	Plastic Lumber	06 51 13	Plastic Lumber	Millwork	6
6510	Structural Plastic Shapes and Plates	06 51 00	Structural Plastic Shapes and Plates	Millwork	6
6510	Structural Tubular Plastic	06 51 00	Structural Plastic Shapes and Plates	Millwork	6
6520	Plastic Structural Assemblies	06 52 00	Plastic Structural Assemblies	Millwork	6
6600	Cultured Marble	06 61 13	Cultured Marble Fabrications	Millwork	6
6600	Glass-Fiber-Reinforced Plastic	06 82 00	Glass-Fiber-Reinforced Plastic	Millwork	6
6600	PLASTIC FABRICATIONS	06 60 00	Plastic Fabrications	Millwork	6
6600	Plastic Handrails	06 63 00	Plastic Railings	Millwork	6
6600	Plastic Paneling	06 64 00	Plastic Paneling	Millwork	6
6600	Solid Surfacing	06 61 16	Solid Surfacing Fabrications	Millwork	6
6900	WOOD AND PLASTIC RESTORATION AND CLEANING	06 01 00	Maintenance of Wood, Plastics, and Composites	Millwork	6
6910	Architectural Woodwork Cleaning	06 01 40.51	Architectural Woodwork Cleaning	Millwork	6
6910	Architectural Woodwork Refinishing	06 01 40.61	Architectural Woodwork Refinishing	Millwork	6
6910	Architectural Woodwork Restoration	06 01 40.91	Architectural Woodwork Restoration	Millwork	6
6910	Wood Framing Restoration	06 01 10.91	Rough Carpentry Restoration	Millwork	6
6910	Wood Restoration and Cleaning	06 01 00	Maintenance of Wood, Plastics, and Composites	Millwork	6
6920	Plastic Restoration and Cleaning	06 01 60.51	Plastic Cleaning	Millwork	6
6920	Plastic Restoration and Cleaning	06 01 60.91	Plastic Restoration	Millwork	6
7000	THERMAL AND MOISTURE PROTECTION	07 00 00	Thermal and Moisture Protection	Thermal & Moisture Protection	7
7050	BASIC THERMAL AND MOISTURE PROTECTION MATERIALS AND METHODS	07 05 00	Common Work Results for Thermal and Moisture Protection	Thermal & Moisture Protection	7
7100	DAMPPROOFING AND WATERPROOFING	07 10 00	Dampproofing and Waterproofing	Thermal & Moisture Protection	7
7110	Bituminous Dampproofing	07 11 13	Bituminous Dampproofing	Thermal & Moisture Protection	7
7110	Cementitious Dampproofing	07 11 16	Cementitious Dampproofing	Thermal & Moisture Protection	7
7110	Dampproofing	07 11 00	Dampproofing	Thermal & Moisture Protection	7
7120	Built-Up Asphalt Waterproofing	07 12 13	Built-Up Asphalt Waterproofing	Thermal & Moisture Protection	7
7120	Built-Up Bituminous Waterproofing	07 12 00	Built-Up Bituminous Waterproofing	Thermal & Moisture Protection	7
7120	Built-Up Coal Tar Waterproofing	07 12 16	Built-Up Coal Tar Waterproofing	Thermal & Moisture Protection	7
7130	Bituminous Sheet Waterproofing	07 13 13	Bituminous Sheet Waterproofing	Thermal & Moisture Protection	7
7130	Elastomeric Sheet Waterproofing	07 13 53	Elastomeric Sheet Waterproofing	Thermal & Moisture Protection	7
7130	Modified Bituminous Sheet Waterproofing	07 13 52	Modified Bituminous Sheet Waterproofing	Thermal & Moisture Protection	7
7130	Sheet Waterproofing	07 13 00	Sheet Waterproofing	Thermal & Moisture Protection	7
7130	Thermoplastic Sheet Waterproofing	07 13 54	Thermoplastic Sheet Waterproofing	Thermal & Moisture Protection	7
7140	Fluid-Applied Waterproofing	07 14 00	Fluid-Applied Waterproofing	Thermal & Moisture Protection	7
7150	Sheet Metal Waterproofing	07 15 00	Sheet Metal Waterproofing	Thermal & Moisture Protection	7
7160	Acrylic Modified Cement Waterproofing	7 16 13	Polymer Modified Cement Waterproofing	Thermal & Moisture Protection	7
7160	Cementitious and Reactive Waterproofing	7 16 00	Cementitious and Reactive Waterproofing	Thermal & Moisture Protection	7
7160	Crystalline Waterproofing	07 16 16	Crystalline Waterproofing	Thermal & Moisture Protection	7
7160	Metal Oxide Waterproofing	7 16 19	Metal Oxide Waterproofing	Thermal & Moisture Protection	7
7170	Bentonite Panel Waterproofing	07 17 13	Bentonite Panel Waterproofing	Thermal & Moisture Protection	7
7170	Bentonite Sheet Waterproofing	07 17 16	Bentonite Composite Sheet Waterproofing	Thermal & Moisture Protection	7
7170	Bentonite Waterproofing	07 17 00	Bentonite Waterproofing	Thermal & Moisture Protection	7
7180	Pedestrian Traffic Coating	7 18 13	Pedestrian Traffic Coatings	Thermal & Moisture Protection	7
7180	Traffic Coatings	7 18 00	Traffic Coatings	Thermal & Moisture Protection	7
7180	Vehicular Traffic Coating	07 18 16	Vehicular Traffic Coatings	Thermal & Moisture Protection	7
7190	Acrylic Water Repellents	07 19 13	Acrylic Water Repellents	Thermal & Moisture Protection	7
7190	Silane Water Repellents	7 19 16	Silane Water Repellents	Thermal & Moisture Protection	7
7190	Silicone Water Repellents	7 19 19	Silicone Water Repellents	Thermal & Moisture Protection	7
7190	Siloxane Water Repellents	07 19 23	Siloxane Water Repellents	Thermal & Moisture Protection	7
7190	Stearate Water Repellents	7 19 26	Stearate Water Repellents	Thermal & Moisture Protection	7
7190	Water Repellents	7 19 00	Water Repellents	Thermal & Moisture Protection	7
7200	THERMAL PROTECTION	7 20 00	Thermal Protection	Thermal & Moisture Protection	7
7210	Building Insulation	7 21 00	Thermal Insulation	Thermal & Moisture Protection	7
7220	Asphaltic Perlite Concrete Deck	7 22 13	Asphaltic Perlite Concrete Deck	Thermal & Moisture Protection	7
7220	Roof and Deck Insulation	07 22 00	Roof and Deck Insulation	Thermal & Moisture Protection	7
7220	Roof Board Insulation	07 22 16	Roof Board Insulation	Thermal & Moisture Protection	7
7240	Exterior Finish Assemblies	07 24 00	Exterior Insulation and Finish Systems	Thermal & Moisture Protection	7
7240	Exterior Insulation and Finish Systems (EIFS)	07 24 00	Exterior Insulation and Finish Systems	Thermal & Moisture Protection	7
7260	Vapor Retarders	07 26 00	Vapor Retarders	Thermal & Moisture Protection	7
7270	Air Barriers	7 27 00	Air Barriers	Thermal & Moisture Protection	7
7300	SHINGLES, ROOF TILES, AND ROOF COVERINGS	07 30 00	Steep Slope Roofing	Roofing	7
7310	Asphalt Shingles	07 31 13	Asphalt Shingles	Roofing	7
7310	Fiberglass Reinforced Shingles	07 31 13.13	Fiberglass-Reinforced Asphalt Shingles	Roofing	7
7310	Metal Shingles	07 31 16	Metal Shingles	Roofing	7
7310	Mineral Fiber Cement Shingles	07 31 19	Mineral-Fiber Cement Shingles	Roofing	7
7310	Plastic Shakes	07 31 53	Plastic Shakes	Roofing	7
7310	Porcelain Enamel Shingles	07 31 23	Porcelain Enamel Shingles	Roofing	7
7310	Shingles	07 31 00	Shingles and Shakes	Roofing	7
7310	Slate Shingles	07 31 26	Slate Shingles	Roofing	7
7310	Wood Shakes	07 31 29.16	Wood Shakes	Roofing	7
7310	Wood Shingles	07 31 29.13	Wood Shingles	Roofing	7
7320	Clay Roof Tiles	07 32 13	Clay Roof Tiles	Roofing	7
7320	Concrete Roof Tiles	07 32 16	Concrete Roof Tiles	Roofing	7
7320	Metal Roof Tiles	07 32 19	Metal Roof Tiles	Roofing	7
7320	Mineral Fiber Cement Roof Tiles	07 32 23	Mineral-Fiber Cement Roof Tiles	Roofing	7
7320	Plastic Roof Tiles	07 32 26	Plastic Roof Tiles	Roofing	7
7320	Roof Tiles	07 32 00	Roof Tiles	Roofing	7
7330	Roof Coverings	07 33 00	Natural Roof Coverings	Roofing	7
7330	Sod Roofing	07 33 13	Sod Roofing	Roofing	7
7330	Thatched Roofing	07 33 16	Thatched Roofing	Roofing	7
7400	ROOFING AND SIDING PANELS	07 40 00	Roofing and Siding Panels	Roofing	7
